date,pm2_5,pm10,carbon_monoxide,nitrogen_dioxide,ozone,temperature_2m_mean,precipitation_sum,windspeed_10m_max,relative_humidity_2m_mean,cough,asthma,pm25_score,multi_pollutant_score,weather_score,health_proxy_score,health_risk_score,risk_children,risk_elderly,risk_asthma,risk_healthy,risk_level
2023-04-23,30.65416666666667,44.40833333333333,276.2916666666667,3.6208333333333336,131.5,19.8,1.1,12.6,45,49.0,16.0,43.48125,28.96,31.13,35.8,36.23,45.29,35.61,48.73,36.23,Moderate
2023-04-24,45.07916666666667,65.09166666666667,351.5416666666667,4.6125,132.33333333333334,16.4,1.9,7.6,69,49.0,16.0,60.07916666666667,31.02,53.45,35.8,47.85,59.81,47.52,59.14,47.85,High
2023-04-25,32.8375,47.37916666666666,344.8333333333333,4.675,127.58333333333331,16.6,2.0,12.3,69,49.0,16.0,46.756249999999994,30.18,46.13,35.8,40.84,51.05,40.81,52.22,40.84,High
2023-04-26,27.991666666666664,40.19166666666667,391.5,9.441666666666666,127.625,18.5,0.0,11.3,62,49.0,16.0,39.4875,34.7,42.1,35.8,38.26,47.82,38.39,48.88,38.26,Moderate
2023-04-27,41.27916666666667,59.1625,533.375,16.575,123.25,19.4,0.1,9.4,57,49.0,16.0,56.27916666666667,41.8,41.6,35.8,46.65,58.31,45.92,53.93,46.65,High
2023-04-28,42.016666666666666,60.35833333333333,557.6666666666666,16.7,123.29166666666669,19.8,0.2,12.9,56,49.0,16.0,57.016666666666666,42.27,35.39,35.8,45.82,57.28,44.74,52.95,45.82,High
2023-04-29,39.29166666666666,57.01666666666667,458.2916666666667,11.966666666666669,124.125,18.9,0.9,16.6,66,49.0,16.0,54.29166666666666,37.14,35.33,35.8,43.44,54.3,42.49,52.13,43.44,High
2023-04-30,54.6,78.91666666666667,493.9583333333333,10.5125,120.79166666666669,17.4,2.6,10.5,79,45.0,14.0,69.6,35.95,52.05,32.6,52.13,65.16,51.25,59.79,52.13,High
2023-05-01,34.37916666666667,49.59166666666667,388.5833333333333,8.987499999999999,100.91666666666669,15.7,6.9,7.2,86,45.0,14.0,49.06875000000001,29.84,62.27,32.6,44.43,55.54,45.09,51.34,44.43,High
2023-05-02,35.40416666666667,51.11666666666667,431.7916666666667,14.370833333333332,94.54166666666669,15.8,6.6,7.2,85,45.0,14.0,50.40416666666667,33.73,61.7,32.6,45.82,57.28,46.39,50.63,45.82,High
2023-05-03,30.183333333333334,43.42083333333333,419.375,12.291666666666666,105.33333333333331,17.3,5.3,14.0,77,45.0,14.0,42.775,33.68,46.08,32.6,39.64,49.55,39.8,46.63,39.64,Moderate
2023-05-04,24.40416666666667,35.041666666666664,332.0416666666667,8.025,113.66666666666669,17.0,8.9,6.4,81,45.0,14.0,34.10625,30.35,59.59,32.6,38.04,47.55,39.31,47.69,38.04,Moderate
2023-05-05,25.23333333333333,36.1125,366.7083333333333,9.533333333333331,107.33333333333331,18.2,0.0,11.4,72,45.0,14.0,35.349999999999994,31.02,46.63,32.6,36.11,45.14,36.67,44.48,36.11,Moderate
2023-05-06,18.525,26.5625,402.6666666666667,14.408333333333331,106.33333333333331,19.9,0.1,12.0,66,45.0,14.0,25.287499999999998,35.29,40.9,32.6,32.01,40.01,32.79,39.64,32.01,Moderate
2023-05-07,21.02083333333333,30.479166666666668,459.1666666666667,18.0375,105.04166666666669,20.3,1.9,10.1,64,49.0,15.0,29.031249999999993,38.82,42.35,35.4,35.1,43.88,35.76,41.45,35.1,Moderate
2023-05-08,19.929166666666667,29.2125,434.9166666666667,16.433333333333334,105.45833333333331,21.3,0.0,14.5,54,49.0,15.0,27.39375,37.25,30.14,35.4,31.61,39.51,31.75,38.5,31.61,Moderate
2023-05-09,17.162499999999998,26.15833333333333,391.8333333333333,15.05,107.125,22.0,0.0,17.4,44,49.0,15.0,23.24375,35.77,20.57,35.4,27.66,34.58,27.53,35.41,27.66,Moderate
2023-05-10,18.666666666666668,27.695833333333336,327.0,9.154166666666669,129.33333333333334,21.1,0.0,11.1,46,49.0,15.0,25.5,33.78,32.07,35.4,30.37,37.96,30.7,42.2,30.37,Moderate
2023-05-11,22.45833333333333,32.670833333333334,280.8333333333333,4.1000000000000005,153.20833333333334,21.0,0.0,13.8,39,49.0,15.0,31.187499999999993,33.03,25.16,35.4,31.07,38.84,30.77,46.79,31.07,Moderate
2023-05-12,28.383333333333336,40.85416666666666,349.9166666666667,4.229166666666667,166.79166666666666,21.4,0.1,12.0,44,49.0,15.0,40.075,36.43,29.47,35.4,36.34,45.42,35.81,53.03,36.34,Moderate
2023-05-13,40.13333333333333,57.69166666666666,555.375,14.470833333333331,151.29166666666666,21.5,0.0,10.1,58,49.0,15.0,55.13333333333333,45.12,38.18,35.4,46.28,57.85,45.43,57.46,46.28,High
2023-05-14,47.075,68.00416666666666,520.9583333333334,9.6625,150.58333333333334,20.7,5.7,14.2,69,51.0,18.0,62.075,40.64,37.81,37.8,48.22,60.28,47.01,60.06,48.22,High
2023-05-15,41.375,60.4625,412.625,6.608333333333333,143.29166666666666,19.3,1.9,10.8,76,51.0,18.0,56.375,35.36,47.78,37.8,46.62,58.28,46.19,58.84,46.62,High
2023-05-16,35.50833333333333,52.125,461.625,10.266666666666667,136.875,18.9,7.8,10.2,80,51.0,18.0,50.50833333333333,37.95,50.93,37.8,45.55,56.94,45.57,56.35,45.55,High
2023-05-17,39.9125,57.9375,532.3333333333334,12.6125,135.16666666666666,20.0,4.7,10.2,75,51.0,18.0,54.9125,40.6,47.32,37.8,47.25,59.06,46.87,56.88,47.25,High
2023-05-18,39.37083333333333,58.01666666666667,585.2083333333334,14.541666666666666,127.95833333333331,19.4,2.1,11.9,82,51.0,18.0,54.37083333333333,41.74,48.57,37.8,47.57,59.46,47.28,55.74,47.57,High
2023-05-19,29.15833333333333,43.7125,502.4166666666667,13.75,123.33333333333331,20.0,0.7,13.7,77,51.0,18.0,41.2375,39.09,42.93,37.8,40.52,50.65,40.61,49.24,40.52,High
2023-05-20,35.50833333333333,53.5,513.2083333333334,16.129166666666666,116.25,19.8,5.2,8.0,74,51.0,18.0,50.50833333333333,39.98,50.46,37.8,45.96,57.45,45.96,52.81,45.96,High
2023-05-21,35.375,51.60416666666666,517.375,17.45,118.29166666666669,20.5,1.6,11.8,70,44.0,21.0,50.375,41.44,42.11,34.8,44.15,55.19,43.74,50.99,44.15,High
2023-05-22,40.770833333333336,59.11666666666667,559.4166666666666,15.625,122.16666666666669,21.4,1.3,11.9,73,44.0,21.0,55.770833333333336,41.25,42.05,34.8,46.25,57.81,45.56,53.51,46.25,High
2023-05-23,48.22083333333333,69.59166666666667,587.8333333333334,17.875,113.75,20.2,3.1,8.2,82,44.0,21.0,63.22083333333333,42.08,53.05,34.8,51.64,64.55,51.13,56.92,51.64,High
2023-05-24,29.225,42.325,507.8333333333333,11.783333333333331,119.25,20.3,6.1,11.6,83,44.0,21.0,41.337500000000006,36.92,48.25,34.8,40.64,50.8,40.98,49.21,40.64,High
2023-05-25,22.225,32.666666666666664,405.4166666666667,9.633333333333333,122.79166666666669,19.1,13.4,9.0,89,44.0,21.0,30.837500000000002,34.25,56.32,34.8,37.38,46.72,38.66,47.74,37.38,Moderate
2023-05-26,24.133333333333336,36.04583333333333,385.0416666666667,11.933333333333332,106.70833333333331,19.0,7.0,7.9,82,44.0,21.0,33.7,33.11,55.1,34.8,38.0,47.5,39.07,45.82,38.0,Moderate
2023-05-27,24.65,36.56666666666667,363.8333333333333,9.3875,112.54166666666669,18.8,9.8,8.0,83,44.0,21.0,34.474999999999994,31.72,55.65,34.8,38.07,47.59,39.13,47.17,38.07,Moderate
2023-05-28,27.175,39.87916666666667,473.0833333333333,18.3125,108.79166666666669,19.0,1.5,8.2,81,46.0,18.0,38.2625,39.88,54.22,34.8,41.34,51.68,42.14,47.59,41.34,High
2023-05-29,30.491666666666664,44.63333333333333,581.2083333333334,22.0,106.91666666666669,20.8,0.4,9.1,78,46.0,18.0,43.2375,44.14,49.19,34.8,43.39,54.24,43.69,48.01,43.39,High
2023-05-30,31.0125,45.29166666666666,556.9583333333334,20.05,108.29166666666669,22.1,0.0,11.8,75,46.0,18.0,44.01875,42.44,42.12,34.8,41.86,52.32,41.77,47.1,41.86,High
2023-05-31,23.09583333333333,34.22083333333333,423.5,13.079166666666666,109.41666666666669,23.7,0.0,11.9,60,46.0,18.0,32.14375,35.05,33.41,34.8,33.52,41.9,33.59,41.39,33.52,Moderate
2023-06-01,22.554166666666664,34.11666666666667,356.2083333333333,12.270833333333334,108.45833333333331,24.2,0.0,14.3,50,46.0,18.0,31.331249999999997,33.24,24.85,34.8,31.03,38.79,30.71,39.23,31.03,Moderate
2023-06-02,21.5875,32.266666666666666,398.25,15.516666666666666,106.08333333333331,23.9,0.0,12.7,48,46.0,18.0,29.881249999999998,36.07,26.8,34.8,31.55,39.44,31.4,38.72,31.55,Moderate
2023-06-03,22.354166666666668,33.704166666666666,488.625,21.370833333333334,104.75,22.9,0.0,10.1,53,46.0,18.0,31.03125,41.88,34.17,34.8,34.94,43.68,35.09,40.37,34.94,Moderate
2023-06-04,21.23333333333333,30.941666666666663,494.6666666666667,19.925,114.25,23.2,0.0,14.3,52,41.0,19.0,29.349999999999994,42.4,27.05,32.2,32.58,40.72,32.46,39.55,32.58,Moderate
2023-06-05,26.28333333333333,37.958333333333336,485.3333333333333,17.025000000000002,127.625,22.9,0.0,13.1,57,41.0,19.0,36.925,42.17,31.39,32.2,36.42,45.53,36.14,45.3,36.42,Moderate
2023-06-06,33.90833333333333,49.13333333333333,536.2916666666666,20.316666666666663,110.95833333333331,22.9,0.3,8.7,62,41.0,19.0,48.3625,42.79,40.13,32.2,42.9,53.62,42.49,48.28,42.9,High
2023-06-07,29.4125,42.770833333333336,489.2083333333333,18.633333333333333,110.54166666666669,23.7,1.4,7.6,60,41.0,19.0,41.618750000000006,40.67,39.86,32.2,39.62,49.52,39.53,45.79,39.62,Moderate
2023-06-08,25.266666666666666,36.55,474.4166666666667,16.9375,115.79166666666669,23.9,0.5,12.2,60,41.0,19.0,35.4,39.96,32.69,32.2,35.52,44.4,35.38,43.06,35.52,Moderate
2023-06-09,27.65,39.82083333333333,522.6666666666666,19.945833333333333,117.45833333333331,24.8,0.0,10.6,58,41.0,19.0,38.974999999999994,43.37,33.03,32.2,37.87,47.34,37.57,44.65,37.87,Moderate
2023-06-10,36.69166666666667,52.90833333333333,617.2916666666666,20.05,130.125,24.1,0.9,11.2,66,41.0,19.0,51.69166666666667,46.99,36.5,32.2,44.55,55.69,43.79,51.91,44.55,High
2023-06-11,34.291666666666664,49.28333333333333,410.75,6.8,143.0,23.2,1.3,12.8,78,50.0,20.0,48.9375,35.43,40.44,38.0,42.22,52.78,41.8,54.75,42.22,High
2023-06-12,38.175,55.07083333333333,377.9166666666667,5.291666666666667,145.375,22.8,6.6,11.4,82,50.0,20.0,53.175,34.13,44.79,38.0,44.46,55.58,44.04,57.5,44.46,High
2023-06-13,34.40833333333333,49.52916666666667,398.8333333333333,7.641666666666667,137.125,22.4,5.8,11.0,83,50.0,20.0,49.1125,34.95,46.35,38.0,43.35,54.19,43.21,55.01,43.35,High
2023-06-14,30.3875,44.3625,376.7083333333333,8.7125,126.20833333333331,21.2,35.9,9.7,89,50.0,20.0,43.08125,33.66,52.47,38.0,41.84,52.3,42.31,52.31,41.84,High
2023-06-15,25.875,39.020833333333336,308.875,7.816666666666666,118.08333333333331,22.2,29.4,9.0,86,50.0,20.0,36.3125,30.57,50.9,38.0,38.05,47.56,38.78,48.27,38.05,Moderate
2023-06-16,23.96666666666667,35.62083333333333,345.2083333333333,10.904166666666669,104.5,22.7,2.6,8.1,83,50.0,20.0,33.45,31.32,50.3,38.0,36.97,46.21,37.81,44.88,36.97,Moderate
2023-06-17,29.14583333333333,42.625,363.2916666666667,10.445833333333333,112.20833333333331,23.3,5.4,10.9,82,50.0,20.0,41.21874999999999,32.51,44.87,38.0,39.29,49.11,39.47,47.8,39.29,Moderate
2023-06-18,28.77916666666667,42.29583333333333,271.5416666666667,7.108333333333333,106.70833333333331,23.1,3.5,15.3,84,45.0,20.0,40.66875,27.54,39.39,35.0,36.28,45.35,36.22,45.15,36.28,Moderate
2023-06-19,26.854166666666668,40.55416666666667,354.5833333333333,12.941666666666668,90.95833333333331,22.7,8.2,12.2,88,45.0,20.0,37.78125,30.83,46.29,35.0,37.33,46.66,37.75,42.89,37.33,Moderate
2023-06-20,25.370833333333334,37.23333333333333,335.2916666666667,10.775,96.125,22.7,10.2,13.3,84,45.0,20.0,35.55625,29.67,42.93,35.0,35.48,44.35,35.84,42.3,35.48,Moderate
2023-06-21,22.02083333333333,32.03333333333334,341.4583333333333,10.629166666666666,94.08333333333331,23.5,3.4,13.0,83,45.0,20.0,30.531249999999993,29.31,41.88,35.0,33.17,41.46,33.73,39.99,33.17,Moderate
2023-06-22,27.254166666666663,39.47083333333333,316.5,5.966666666666666,119.33333333333331,24.0,6.3,10.8,84,45.0,20.0,38.381249999999994,29.41,44.94,35.0,36.94,46.18,37.27,47.56,36.94,Moderate
2023-06-23,22.1,31.620833333333334,355.2083333333333,7.170833333333333,116.375,24.1,14.4,8.7,84,45.0,20.0,30.650000000000002,30.46,47.96,35.0,34.72,43.4,35.58,44.97,34.72,Moderate
2023-06-24,15.425,22.09583333333333,330.125,8.491666666666667,104.0,23.5,32.4,8.3,87,45.0,20.0,20.637500000000003,29.08,50.65,35.0,30.9,38.62,32.41,39.94,30.9,Moderate
2023-06-25,16.429166666666667,23.620833333333334,362.625,12.658333333333331,86.91666666666667,23.2,26.3,8.1,88,45.0,19.0,22.14375,30.05,51.77,34.6,31.91,39.89,33.4,37.78,31.91,Moderate
2023-06-26,18.054166666666667,25.9875,356.9583333333333,13.991666666666667,80.54166666666667,22.8,13.5,7.6,86,45.0,19.0,24.58125,29.97,52.2,34.6,32.96,41.2,34.34,37.66,32.96,Moderate
2023-06-27,13.8375,19.754166666666663,338.2083333333333,10.708333333333334,74.58333333333333,22.7,37.7,7.2,87,45.0,19.0,18.45,26.07,53.36,34.6,29.76,37.2,31.5,34.75,29.76,Moderate
2023-06-28,6.733333333333333,9.5875,266.375,6.5375000000000005,68.58333333333333,22.6,26.2,7.6,87,45.0,19.0,8.977777777777778,20.66,52.9,34.6,24.53,30.66,26.72,30.34,24.53,Moderate
2023-06-29,6.670833333333333,9.454166666666667,249.375,5.4875,70.29166666666667,22.6,19.2,10.2,87,45.0,19.0,8.894444444444446,19.85,49.0,34.6,23.51,29.39,25.52,29.82,23.51,Moderate
2023-06-30,6.175,8.766666666666667,298.9166666666667,6.083333333333333,78.75,21.8,26.3,9.8,93,45.0,19.0,8.233333333333334,22.48,53.23,34.6,24.75,30.94,27.0,31.84,24.75,Moderate
2023-07-01,7.1125,10.125,329.0,7.579166666666667,72.625,22.0,32.3,10.0,91,45.0,19.0,9.483333333333334,23.1,51.81,34.6,25.12,31.4,27.24,30.98,25.12,Moderate
2023-07-02,13.920833333333334,19.820833333333333,340.875,8.620833333333334,79.5,22.9,14.5,6.0,89,46.0,16.0,18.561111111111114,25.26,55.75,34.0,29.99,37.49,31.85,36.0,29.99,Moderate
2023-07-03,12.233333333333334,17.383333333333333,348.9166666666667,7.966666666666666,78.41666666666667,22.9,22.2,6.4,89,46.0,16.0,16.31111111111111,24.68,55.15,34.0,28.82,36.02,30.77,34.91,28.82,Moderate
2023-07-04,17.379166666666666,25.275,310.0,6.6875,94.58333333333331,22.6,29.6,4.7,90,46.0,16.0,23.56875,25.76,58.53,34.0,32.67,40.84,34.42,40.82,32.67,Moderate
2023-07-05,16.708333333333332,23.7625,363.375,9.333333333333334,78.29166666666667,22.0,9.7,6.9,90,46.0,16.0,22.5625,25.97,56.03,34.0,31.82,39.78,33.5,37.25,31.82,Moderate
2023-07-06,16.175,23.09583333333333,324.6666666666667,8.683333333333334,72.20833333333333,22.6,16.1,5.6,87,46.0,16.0,21.762500000000003,23.85,55.9,34.0,30.95,38.69,32.65,35.93,30.95,Moderate
2023-07-07,7.320833333333333,10.466666666666669,284.5,8.233333333333333,57.04166666666666,23.1,27.2,6.4,89,46.0,16.0,9.761111111111111,20.36,54.89,34.0,25.07,31.34,27.33,29.0,25.07,Moderate
2023-07-08,6.9875,10.079166666666667,267.9583333333333,6.933333333333334,62.208333333333336,23.3,15.2,7.3,87,46.0,16.0,9.316666666666666,19.93,52.41,34.0,24.29,30.36,26.45,29.21,24.29,Moderate
2023-07-09,7.866666666666667,11.254166666666668,274.2083333333333,7.045833333333333,65.41666666666667,23.5,9.1,7.5,87,39.0,13.0,10.48888888888889,20.65,51.85,28.6,24.02,30.02,26.09,29.23,24.02,Moderate
2023-07-10,17.395833333333332,24.854166666666668,321.1666666666667,8.091666666666667,80.70833333333333,23.4,13.9,5.4,89,39.0,13.0,23.59375,24.74,55.99,28.6,31.11,38.89,32.73,37.2,31.11,Moderate
2023-07-11,29.383333333333336,42.12916666666667,389.0,8.3125,97.0,23.5,3.5,7.6,87,39.0,13.0,41.575,28.65,51.7,28.6,38.42,48.03,38.93,45.35,38.42,Moderate
2023-07-12,18.120833333333334,25.79583333333333,337.7083333333333,6.483333333333333,92.83333333333331,22.9,24.5,5.6,91,39.0,13.0,24.68125,25.72,57.21,28.6,32.03,40.04,33.66,39.84,32.03,Moderate
2023-07-13,15.2,21.6,309.3333333333333,6.341666666666666,86.25,22.6,17.9,6.0,91,39.0,13.0,20.299999999999997,24.09,57.01,28.6,29.83,37.29,31.67,37.17,29.83,Moderate
2023-07-14,17.095833333333335,24.370833333333334,313.5,6.495833333333334,91.29166666666669,23.0,22.1,5.3,89,39.0,13.0,23.143750000000004,25.11,56.67,28.6,31.16,38.95,32.84,38.94,31.16,Moderate
2023-07-15,15.104166666666666,21.46666666666667,347.2083333333333,8.291666666666666,77.54166666666667,23.1,33.3,6.4,89,39.0,13.0,20.15625,24.77,54.89,28.6,29.52,36.9,31.26,35.25,29.52,Moderate
2023-07-16,12.908333333333331,18.254166666666663,375.625,11.408333333333331,71.625,22.6,34.6,8.7,92,45.0,15.0,17.21111111111111,26.7,53.39,33.0,29.19,36.49,31.0,33.59,29.19,Moderate
2023-07-17,17.058333333333334,24.21666666666667,405.7916666666667,12.65,73.125,23.0,33.7,7.2,90,45.0,15.0,23.0875,28.39,54.25,33.0,32.13,40.16,33.69,36.07,32.13,Moderate
2023-07-18,17.983333333333334,25.15,408.375,12.670833333333334,74.625,22.3,20.3,5.3,92,45.0,15.0,24.475,28.7,58.89,33.0,33.69,42.11,35.41,37.73,33.69,Moderate
2023-07-19,19.558333333333334,27.625,523.5833333333334,14.979166666666666,81.125,23.2,10.7,7.1,86,45.0,15.0,26.8375,33.36,52.42,33.0,34.51,43.14,35.79,38.35,34.51,Moderate
2023-07-20,26.23333333333333,37.37083333333333,541.6666666666666,13.975,93.45833333333331,24.1,4.0,6.9,83,45.0,15.0,36.849999999999994,34.88,50.23,33.0,38.46,48.08,39.12,43.47,38.46,Moderate
2023-07-21,22.475,32.125,426.625,9.670833333333333,92.08333333333331,23.6,38.9,5.2,86,45.0,15.0,31.212500000000002,29.48,54.73,33.0,35.75,44.69,36.93,42.17,35.75,Moderate
2023-07-22,17.941666666666666,25.52916666666667,404.6666666666667,10.016666666666666,84.25,23.4,22.4,5.7,86,45.0,15.0,24.4125,28.12,54.25,33.0,32.6,40.75,34.09,38.39,32.6,Moderate
2023-07-23,14.708333333333334,20.933333333333334,389.7083333333333,10.5,75.70833333333333,22.7,34.9,8.2,89,50.0,14.0,19.611111111111114,26.86,52.72,35.6,30.44,38.05,32.1,35.37,30.44,Moderate
2023-07-24,12.604166666666666,18.05,342.875,9.95,73.83333333333333,22.5,10.5,6.0,88,50.0,14.0,16.805555555555557,25.41,55.86,35.6,29.59,36.99,31.54,34.7,29.59,Moderate
2023-07-25,14.2,20.491666666666667,356.875,10.275,70.83333333333333,22.2,13.2,5.9,92,50.0,14.0,18.933333333333334,25.38,58.12,35.6,30.88,38.6,32.84,35.4,30.88,Moderate
2023-07-26,20.55,29.59166666666667,422.6666666666667,12.0,74.125,22.9,3.2,8.7,87,50.0,14.0,28.325000000000003,28.29,50.85,35.6,33.91,42.39,35.04,37.78,33.91,Moderate
2023-07-27,18.133333333333333,25.879166666666663,401.4166666666667,10.8,72.58333333333333,22.8,13.7,6.2,88,50.0,14.0,24.7,26.76,55.16,35.6,32.94,41.18,34.47,37.11,32.94,Moderate
2023-07-28,10.354166666666666,14.795833333333334,283.125,7.458333333333333,72.625,23.2,10.8,7.8,88,50.0,14.0,13.805555555555555,22.32,52.22,35.6,26.89,33.61,28.81,32.72,26.89,Moderate
2023-07-29,10.7875,15.554166666666667,302.2083333333333,8.9875,72.16666666666667,22.7,6.9,9.1,91,50.0,14.0,14.383333333333333,23.75,52.23,35.6,27.48,34.35,29.37,32.85,27.48,Moderate
2023-07-30,10.204166666666667,14.608333333333334,315.5416666666667,8.829166666666667,72.04166666666667,22.9,7.1,6.3,89,50.0,19.0,13.605555555555558,23.8,55.3,37.6,28.09,35.11,30.18,33.47,28.09,Moderate
2023-07-31,14.104166666666666,20.179166666666667,402.125,12.1375,70.33333333333333,23.4,4.0,10.1,89,50.0,19.0,18.805555555555557,27.46,48.94,37.6,29.82,37.28,31.32,33.73,29.82,Moderate
2023-08-01,14.8125,21.308333333333334,401.9583333333333,11.25,80.91666666666667,23.9,10.8,6.6,87,50.0,19.0,19.75,28.52,52.66,37.6,31.2,39.0,32.85,36.57,31.2,Moderate
2023-08-02,14.820833333333333,21.22083333333333,435.0,12.05,74.33333333333333,24.2,0.8,10.8,83,50.0,19.0,19.761111111111113,28.55,44.25,37.6,29.53,36.91,30.76,33.8,29.53,Moderate
2023-08-03,9.791666666666666,13.933333333333332,285.5,6.704166666666667,70.66666666666667,23.6,11.2,6.9,88,50.0,19.0,13.055555555555555,21.42,53.04,37.6,26.83,33.54,28.82,32.6,26.83,Moderate
2023-08-04,8.174999999999999,11.4625,263.6666666666667,6.616666666666667,73.375,23.3,24.9,4.8,90,50.0,19.0,10.899999999999999,21.48,57.45,37.6,26.86,33.58,29.19,33.17,26.86,Moderate
2023-08-05,16.474999999999998,22.8625,352.0,9.508333333333333,68.66666666666667,23.0,36.1,5.2,91,50.0,19.0,22.2125,24.33,57.68,37.6,32.14,40.17,33.92,36.39,32.14,Moderate
2023-08-06,24.275,34.225,388.5833333333333,9.475,83.54166666666667,22.5,5.4,8.3,92,65.0,16.0,33.912499999999994,27.33,54.12,45.4,38.03,47.54,39.04,43.43,38.03,Moderate
2023-08-07,11.795833333333334,16.558333333333334,382.5833333333333,8.116666666666667,82.66666666666667,22.3,25.3,5.7,94,65.0,16.0,15.727777777777778,26.01,59.15,45.4,31.43,39.29,33.6,37.92,31.43,Moderate
2023-08-08,8.1875,11.983333333333334,377.8333333333333,11.341666666666669,63.5,22.2,53.0,5.8,94,65.0,16.0,10.916666666666666,25.32,59.13,45.4,29.33,36.66,31.74,33.04,29.33,Moderate
2023-08-09,16.666666666666668,27.025,413.375,10.35,76.125,23.3,23.3,5.9,89,65.0,16.0,22.5,27.17,55.37,45.4,33.68,42.1,35.32,38.45,33.68,Moderate
2023-08-10,17.333333333333332,23.975,448.25,11.4375,78.08333333333333,23.4,15.6,8.3,89,65.0,16.0,23.5,28.89,51.64,45.4,33.76,42.2,35.17,38.38,33.76,Moderate
2023-08-11,12.1125,17.108333333333334,385.9166666666667,8.275,89.33333333333333,23.1,18.5,7.5,92,65.0,16.0,16.15,27.3,54.52,45.4,31.0,38.75,32.92,38.26,31.0,Moderate
2023-08-12,9.1125,13.329166666666666,341.2083333333333,6.854166666666667,89.08333333333333,23.0,51.9,7.6,92,65.0,16.0,12.15,25.45,54.5,45.4,28.93,36.16,31.05,36.81,28.93,Moderate
2023-08-13,9.441666666666666,13.8125,281.7916666666667,7.258333333333333,74.79166666666667,21.9,108.5,5.1,95,56.0,15.0,12.588888888888889,22.5,61.01,39.6,28.8,36.0,31.22,35.01,28.8,Moderate
2023-08-14,15.816666666666668,24.03333333333333,328.875,8.904166666666667,80.83333333333333,22.0,1.2,9.4,89,56.0,15.0,21.225,25.53,51.85,39.6,31.18,38.98,32.71,37.21,31.18,Moderate
2023-08-15,25.075,38.35416666666666,421.9166666666667,12.045833333333334,83.25,22.4,5.5,9.5,88,56.0,15.0,35.1125,29.84,50.74,39.6,37.59,46.99,38.37,42.25,37.59,Moderate
2023-08-16,29.808333333333334,45.69166666666666,403.6666666666667,11.1625,83.54166666666667,22.9,3.7,9.5,89,56.0,15.0,42.212500000000006,28.91,50.5,39.6,40.15,50.19,40.57,44.74,40.15,High
2023-08-17,29.96666666666667,45.24583333333334,450.3333333333333,10.758333333333333,88.08333333333333,23.2,11.7,5.9,89,56.0,15.0,42.45,30.04,55.5,39.6,41.53,51.91,42.18,46.58,41.53,High
2023-08-18,22.995833333333334,33.19166666666667,499.8333333333333,11.291666666666666,93.04166666666669,23.3,19.8,7.1,88,56.0,15.0,31.99375,32.04,53.14,39.6,37.38,46.72,38.43,43.27,37.38,Moderate
2023-08-19,16.166666666666668,22.991666666666664,384.0416666666667,8.445833333333333,83.70833333333333,23.4,6.4,5.8,87,56.0,15.0,21.75,26.47,54.53,39.6,32.16,40.2,33.8,38.41,32.16,Moderate
2023-08-20,18.85,27.316666666666663,387.1666666666667,11.229166666666666,71.79166666666667,23.0,27.2,6.0,91,71.0,15.0,25.775000000000002,26.76,56.48,48.6,35.59,44.49,37.12,39.57,35.59,Moderate
2023-08-21,22.241666666666664,32.49166666666667,382.0416666666667,9.720833333333331,81.16666666666667,22.4,6.1,5.6,94,71.0,15.0,30.862499999999997,27.04,59.16,48.6,38.23,47.79,39.64,43.45,38.23,Moderate
2023-08-22,18.620833333333334,26.25,342.3333333333333,8.458333333333334,80.79166666666667,22.7,16.6,7.4,92,71.0,15.0,25.43125,25.37,55.2,48.6,34.84,43.55,36.33,40.7,34.84,Moderate
2023-08-23,14.979166666666666,21.129166666666663,319.2083333333333,6.216666666666666,87.33333333333333,22.3,6.4,4.0,92,71.0,15.0,19.97222222222222,24.32,60.84,48.6,33.53,41.91,35.57,41.0,33.53,Moderate
2023-08-24,11.020833333333334,15.704166666666666,335.9583333333333,6.075,90.41666666666669,22.5,37.0,6.4,91,71.0,15.0,14.694444444444446,24.97,56.54,48.6,30.72,38.4,32.81,38.81,30.72,Moderate
2023-08-25,8.554166666666667,12.183333333333332,450.2916666666667,9.775,64.875,22.1,32.7,10.1,91,71.0,15.0,11.405555555555555,25.39,51.53,48.6,28.51,35.64,30.51,32.4,28.51,Moderate
2023-08-26,13.704166666666666,19.695833333333333,485.875,10.820833333333333,76.20833333333333,21.5,80.8,8.1,93,71.0,15.0,18.272222222222222,28.65,56.18,48.6,33.0,41.25,34.89,37.62,33.0,Moderate
2023-08-27,24.8125,37.833333333333336,347.5,7.154166666666666,92.58333333333331,21.8,12.2,9.6,91,64.0,14.0,34.71875,26.37,52.68,44.0,37.62,47.02,38.51,44.72,37.62,Moderate
2023-08-28,30.825,52.11666666666667,318.1666666666667,6.866666666666667,106.20833333333331,22.0,3.3,11.1,90,64.0,14.0,43.7375,27.97,49.73,44.0,41.03,51.29,41.33,49.56,41.03,High
2023-08-29,35.858333333333334,57.62083333333334,411.4583333333333,9.979166666666666,91.95833333333331,21.8,3.9,6.6,88,64.0,14.0,50.858333333333334,29.48,55.89,44.0,45.49,56.86,45.74,50.9,45.49,High
2023-08-30,32.25416666666667,48.82916666666667,463.9583333333333,11.520833333333334,92.54166666666669,22.1,4.5,7.6,89,64.0,14.0,45.88125000000001,31.6,54.42,44.0,43.74,54.68,44.16,48.97,43.74,High
